gene_id,symbol,gene_name,log2_fold_change,logCPM,LR,PValue,FDR,entrezgene_id
ENSG00000111142,METAP2,methionyl aminopeptidase 2,1.620227226,6.847466829,443.4797005,1.89E-98,5.34E-96,10988
ENSG00000150459,SAP18,Sin3A associated protein 18,1.412170158,7.585972387,442.2651529,3.48E-98,9.62E-96,10284
ENSG00000088247,KHSRP,KH-type splicing regulatory protein,1.342591533,7.505872527,437.2888441,4.21E-97,1.14E-94,8570
ENSG00000129055,ANAPC13,anaphase promoting complex subunit 13,2.147678083,6.310802396,435.2003898,1.20E-96,3.19E-94,25847
ENSG00000081870,HSPB11,heat shock protein family B (small) member 11,1.637617691,5.088584181,433.6668433,2.59E-96,6.74E-94,51668
ENSG00000137970,RPL7P9,ribosomal protein L7 pseudogene 9,2.358339985,10.65625192,421.8465125,9.67E-94,2.47E-91,
ENSG00000185862,EVI2B,ecotropic viral integration site 2B,2.504737375,9.236313217,419.0156606,4.00E-93,1.00E-90,2124
ENSG00000147604,RPL7,ribosomal protein L7,2.207623243,9.050025426,418.5650438,5.01E-93,1.23E-90,6129
ENSG00000105329,TGFB1,transforming growth factor beta 1,1.745209065,9.517389909,418.4519551,5.30E-93,1.28E-90,7040
ENSG00000214485,RPL7P1,ribosomal protein L7 pseudogene 1,2.446222005,9.830612384,417.9785292,6.72E-93,1.60E-90,
ENSG00000146007,ZMAT2,zinc finger matrin-type 2,1.795884469,7.725003731,411.8171629,1.47E-91,3.44E-89,153527
ENSG00000085231,AK6,adenylate kinase 6,2.302078501,4.170223413,410.5412175,2.79E-91,6.41E-89,102157402
ENSG00000155959,VBP1,VHL binding protein 1,1.773605371,5.59073714,408.9729914,6.13E-91,1.38E-88,7411
ENSG00000155329,ZCCHC10,zinc finger CCHC-type containing 10,1.964751165,4.753054748,405.7568298,3.07E-90,6.83E-88,54819
ENSG00000196511,TPK1,thiamin pyrophosphokinase 1,1.967884077,5.109045767,403.4563091,9.74E-90,2.13E-87,27010
ENSG00000170310,STX8,syntaxin 8,1.908402655,5.570699147,401.9492282,2.07E-89,4.46E-87,9482
ENSG00000163634,THOC7,THO complex subunit 7,1.53754379,5.770055743,399.699967,6.40E-89,1.33E-86,80145
ENSG00000133321,PLAAT4,phospholipase A and acyltransferase 4,1.733135752,7.538475099,397.1573592,2.29E-88,4.70E-86,5920
ENSG00000105698,USF2,"upstream transcription factor 2, c-fos interacting",1.170920224,8.216000259,394.2006578,1.01E-87,2.04E-85,7392
ENSG00000109534,GAR1,GAR1 ribonucleoprotein,1.598067647,4.535580323,386.1991553,5.56E-86,1.11E-83,54433
ENSG00000210194,MT-TE,mitochondrially encoded tRNA-Glu (GAA/G),4.421722692,4.557106867,385.8636205,6.58E-86,1.29E-83,
ENSG00000078808,SDF4,stromal cell derived factor 4,1.174240545,7.810614429,380.512699,9.62E-85,1.86E-82,51150
ENSG00000093144,ECHDC1,ethylmalonyl-CoA decarboxylase 1,1.805054519,6.497999098,375.4950818,1.19E-83,2.27E-81,55862
ENSG00000143727,ACP1,acid phosphatase 1,1.374984368,7.076408971,373.4755488,3.28E-83,6.16E-81,52
ENSG00000131100,ATP6V1E1,ATPase H+ transporting V1 subunit E1,1.228652107,6.756141051,373.0965358,3.96E-83,7.35E-81,529
ENSG00000136888,ATP6V1G1,ATPase H+ transporting V1 subunit G1,1.340205288,7.853374567,368.959782,3.15E-82,5.77E-80,9550
ENSG00000167554,ZNF610,zinc finger protein 610,5.485262349,2.979909414,367.2768762,7.33E-82,1.32E-79,162963
ENSG00000270647,TAF15,TATA-box binding protein associated factor 15,1.125303765,8.164315673,363.8706301,4.04E-81,7.21E-79,8148
ENSG00000111845,PAK1IP1,PAK1 interacting protein 1,2.073941891,4.361701384,363.1120104,5.92E-81,1.04E-78,55003
ENSG00000113732,ATP6V0E1,ATPase H+ transporting V0 subunit e1,1.549629981,8.089625459,363.0725944,6.03E-81,1.05E-78,8992
ENSG00000158019,BABAM2,BRISC and BRCA1 A complex member 2,1.371795265,5.293358245,360.5145414,2.18E-80,3.73E-78,9577
ENSG00000101052,IFT52,intraflagellar transport 52,1.688790746,5.317980008,360.3831095,2.32E-80,3.93E-78,51098
ENSG00000243317,STMP1,short transmembrane mitochondrial protein 1,2.068437107,7.07958876,358.1260691,7.20E-80,1.20E-77,647087
ENSG00000269893,SNHG8,small nucleolar RNA host gene 8,2.25057804,6.617369842,357.0019721,1.27E-79,2.09E-77,
ENSG00000108107,RPL28,ribosomal protein L28,1.625577199,10.80594121,353.1212979,8.86E-79,1.43E-76,6158
ENSG00000151348,EXT2,exostosin glycosyltransferase 2,1.378722181,6.007523685,352.1040656,1.48E-78,2.35E-76,2132
ENSG00000011007,ELOA,elongin A,1.546228245,6.142570471,351.1510074,2.38E-78,3.75E-76,6924
ENSG00000177556,ATOX1,antioxidant 1 copper chaperone,1.82103798,4.793070759,347.4965868,1.49E-77,2.31E-75,475
ENSG00000244398,RPL36AP37,ribosomal protein L36a pseudogene 37,1.936005608,9.908121393,339.5110603,8.15E-76,1.23E-73,
ENSG00000209082,MT-TL1,mitochondrially encoded tRNA-Leu (UUA/G) 1,4.688455124,5.545884734,339.1762413,9.64E-76,1.44E-73,
ENSG00000175550,DRAP1,DR1 associated protein 1,1.119995127,7.142765503,337.4396702,2.30E-75,3.39E-73,10589
ENSG00000127483,HP1BP3,heterochromatin protein 1 binding protein 3,1.009788372,8.292548124,331.5969093,4.32E-74,6.28E-72,50809
ENSG00000253954,HMGN1P38,high mobility group nucleosome binding domain 1 pseudogene 38,1.557881961,5.048455576,330.1663897,8.84E-74,1.27E-71,
ENSG00000131171,SH3BGRL,SH3 domain binding glutamate rich protein like,1.288281164,8.202008214,329.2802945,1.38E-73,1.95E-71,6451
ENSG00000236287,ZBED5,zinc finger BED-type containing 5,1.49045786,6.543493976,327.4678433,3.42E-73,4.78E-71,58486
ENSG00000160563,MED27,mediator complex subunit 27,1.653150709,4.463023496,324.5498471,1.48E-72,2.04E-70,9442
ENSG00000027075,PRKCH,protein kinase C eta,1.480293908,8.57174085,323.0457627,3.14E-72,4.30E-70,5583
ENSG00000110848,CD69,CD69 molecule,3.067567499,9.030475843,320.6726655,1.03E-71,1.40E-69,969
ENSG00000241553,ARPC4,actin related protein 2/3 complex subunit 4,1.403655267,7.880815169,318.2101699,3.55E-71,4.77E-69,10093
ENSG00000198727,MT-CYB,mitochondrially encoded cytochrome b,3.453018765,14.05450103,318.0203606,3.91E-71,5.19E-69,4519
ENSG00000109919,MTCH2,mitochondrial carrier 2,1.247883634,5.475125442,317.2596901,5.73E-71,7.53E-69,23788
ENSG00000065548,ZC3H15,zinc finger CCCH-type containing 15,1.250461773,6.757600676,315.9104323,1.13E-70,1.47E-68,55854
ENSG00000198695,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,2.370146175,11.81455352,315.574729,1.33E-70,1.72E-68,4541
ENSG00000113068,PFDN1,prefoldin subunit 1,1.410610365,5.927791827,313.6225816,3.55E-70,4.53E-68,5201
ENSG00000134453,RBM17,RNA binding motif protein 17,1.028173148,6.770447736,308.9229493,3.75E-69,4.74E-67,84991
ENSG00000114021,NIT2,nitrilase family member 2,1.373371128,4.987784963,308.6716012,4.25E-69,5.33E-67,56954
ENSG00000065518,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,1.217500283,6.179833323,305.2537285,2.36E-68,2.93E-66,4710
ENSG00000096746,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,1.027184407,7.894413848,303.9826118,4.47E-68,5.50E-66,3189
ENSG00000229097,CALM2P2,calmodulin 2 pseudogene 2,2.483442155,4.343855874,303.0382473,7.18E-68,8.75E-66,
ENSG00000081154,PCNP,PEST proteolytic signal containing nuclear protein,1.087162104,7.626069607,300.4757215,2.59E-67,3.14E-65,57092
ENSG00000122873,CISD1,CDGSH iron sulfur domain 1,2.49363067,3.889288158,299.4310308,4.38E-67,5.25E-65,55847
ENSG00000167699,GLOD4,glyoxalase domain containing 4,1.162174382,6.728357544,299.2368156,4.83E-67,5.74E-65,51031
ENSG00000023697,DERA,deoxyribose-phosphate aldolase,1.642459321,5.065104119,299.0585816,5.28E-67,6.22E-65,51071
ENSG00000198888,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,3.647593242,13.86254462,294.6206496,4.90E-66,5.71E-64,4535
ENSG00000241468,ATP5MF,ATP synthase membrane subunit f,1.387830599,5.699978001,293.2432531,9.77E-66,1.12E-63,9551
ENSG00000073905,VDAC1P1,voltage dependent anion channel 1 pseudogene 1,1.959201558,2.806810146,291.2657843,2.63E-65,2.97E-63,
ENSG00000131779,PEX11B,peroxisomal biogenesis factor 11 beta,1.356250852,5.017142574,291.1994864,2.72E-65,3.05E-63,8799
ENSG00000140395,SKIC8,SKI8 subunit of superkiller complex,1.34967144,5.540645444,291.0020821,3.01E-65,3.34E-63,80349
ENSG00000065154,OAT,ornithine aminotransferase,1.666192916,6.466044224,290.9294876,3.12E-65,3.42E-63,4942
ENSG00000171202,TMEM126A,transmembrane protein 126A,1.743338643,4.561407367,290.9221549,3.13E-65,3.42E-63,84233
ENSG00000140350,ANP32A,acidic nuclear phosphoprotein 32 family member A,1.211761108,8.153015317,289.0151045,8.15E-65,8.83E-63,8125
ENSG00000113369,ARRDC3,arrestin domain containing 3,1.649096234,9.087189331,288.1283198,1.27E-64,1.36E-62,57561
ENSG00000173486,FKBP2,FKBP prolyl isomerase 2,1.326088142,5.603422339,286.1574547,3.42E-64,3.62E-62,2286
ENSG00000107937,GTPBP4,GTP binding protein 4,1.265331026,5.841269298,286.0134262,3.67E-64,3.86E-62,23560
ENSG00000134333,LDHA,lactate dehydrogenase A,1.144447581,8.081232456,284.7845143,6.81E-64,7.09E-62,3939
ENSG00000167004,PDIA3,protein disulfide isomerase family A member 3,1.028797305,8.230741617,282.8884824,1.76E-63,1.79E-61,2923
ENSG00000118518,RNF146,ring finger protein 146,1.179777003,5.780864182,280.7925037,5.05E-63,5.09E-61,81847
ENSG00000166170,BAG5,BAG cochaperone 5,1.338677561,6.264600883,280.7792123,5.08E-63,5.09E-61,9529
ENSG00000109390,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,1.475956159,4.568954715,280.6702686,5.36E-63,5.34E-61,4717
ENSG00000129515,SNX6,sorting nexin 6,1.02287083,6.544362862,279.0423614,1.21E-62,1.17E-60,58533
ENSG00000154723,ATP5PF,ATP synthase peripheral stalk subunit F6,1.698160651,5.845190822,274.5692031,1.15E-61,1.09E-59,522
ENSG00000138382,METTL5,"methyltransferase 5, N6-adenosine",1.775094702,4.701413181,274.4803954,1.20E-61,1.13E-59,29081
ENSG00000154589,LY96,lymphocyte antigen 96,2.744429836,5.433497445,273.5138189,1.95E-61,1.83E-59,23643
ENSG00000163812,ZDHHC3,zinc finger DHHC-type palmitoyltransferase 3,1.056793625,6.371311621,271.4310209,5.53E-61,5.17E-59,51304
ENSG00000136159,NUDT15,nudix hydrolase 15,2.028711393,4.131781831,271.1479374,6.38E-61,5.92E-59,55270
ENSG00000167674,HDGFL2,HDGF like 2,1.245149039,5.71340976,270.1584422,1.05E-60,9.59E-59,84717
ENSG00000136146,MED4,mediator complex subunit 4,1.177829349,5.866521594,267.399065,4.19E-60,3.80E-58,29079
ENSG00000150681,RGS18,regulator of G protein signaling 18,3.679348051,8.947188918,265.1407917,1.30E-59,1.17E-57,64407
ENSG00000257815,PRANCR,progenitor renewal associated non-coding RNA,2.391753481,2.943431399,264.0107781,2.29E-59,2.04E-57,101928062
ENSG00000126261,UBA2,ubiquitin like modifier activating enzyme 2,1.069914693,6.978920758,263.6296975,2.78E-59,2.46E-57,10054
ENSG00000164919,COX6C,cytochrome c oxidase subunit 6C,1.225466284,6.958040969,262.7013603,4.42E-59,3.86E-57,1345
ENSG00000151093,OXSM,"3-oxoacyl-ACP synthase, mitochondrial",1.917150596,3.844711616,262.4891912,4.92E-59,4.27E-57,54995
ENSG00000104218,CSPP1,centrosome and spindle pole associated protein 1,1.381400953,4.874397132,262.3360051,5.31E-59,4.58E-57,79848
ENSG00000155729,KCTD18,potassium channel tetramerization domain containing 18,1.201285754,5.451504877,262.2169531,5.64E-59,4.83E-57,130535
ENSG00000172799,ZBTB8OSP2,zinc finger and BTB domain containing 8 opposite strand pseudogene 2,2.367134501,3.169728316,258.4701748,3.70E-58,3.15E-56,
ENSG00000165632,TAF3,TATA-box binding protein associated factor 3,1.123440283,5.833220521,254.7347414,2.41E-57,2.00E-55,83860
ENSG00000037241,RPL26L1,ribosomal protein L26 like 1,1.925236321,3.896782477,254.3150292,2.98E-57,2.46E-55,51121
ENSG00000253341,PCBP2P2,poly(rC) binding protein 2 pseudogene 2,1.205587389,6.221176631,252.4456491,7.61E-57,6.24E-55,
ENSG00000102898,NUTF2,nuclear transport factor 2,1.183835288,6.043090491,250.1146138,2.45E-56,1.99E-54,10204
ENSG00000179262,RAD23A,"RAD23 homolog A, nucleotide excision repair protein",1.32228799,6.543092578,249.4323844,3.45E-56,2.78E-54,5886
ENSG00000136521,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,1.414337902,6.242697854,247.1956853,1.06E-55,8.45E-54,4711
ENSG00000171497,PPID,peptidylprolyl isomerase D,1.393346434,4.90035528,246.0270625,1.91E-55,1.51E-53,5481
ENSG00000140598,EFL1,elongation factor like GTPase 1,1.293514075,4.894100413,245.6218562,2.34E-55,1.84E-53,79631
ENSG00000101166,PRELID3B,PRELI domain containing 3B,1.268596264,6.37397022,245.5718347,2.40E-55,1.88E-53,51012
ENSG00000162385,MAGOH,"mago homolog, exon junction complex subunit",1.085882889,5.616238516,245.0889173,3.06E-55,2.38E-53,4116
ENSG00000176209,SMIM19,small integral membrane protein 19,1.50189392,4.847233659,244.6323032,3.84E-55,2.97E-53,114926
ENSG00000180867,PDIA3P1,protein disulfide isomerase family A member 3 pseudogene 1,1.10635351,5.573754127,240.0622874,3.81E-54,2.87E-52,
ENSG00000138029,HADHB,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,1.069691085,6.712123951,238.2750707,9.35E-54,7.00E-52,3032
ENSG00000110063,DCPS,"decapping enzyme, scavenger",1.539982804,4.749595078,238.0299195,1.06E-53,7.87E-52,28960
ENSG00000025156,HSF2,heat shock transcription factor 2,1.552472991,4.973743233,234.274881,6.97E-53,5.07E-51,3298
ENSG00000163584,RPL22L1,ribosomal protein L22 like 1,1.664904315,5.47163179,233.6902596,9.35E-53,6.77E-51,200916
ENSG00000101079,NDRG3,NDRG family member 3,1.135155693,6.069096302,232.9455772,1.36E-52,9.78E-51,57446
ENSG00000204397,CARD16,caspase recruitment domain family member 16,1.405526977,6.171148977,230.8225523,3.94E-52,2.80E-50,114769
ENSG00000113734,BNIP1,BCL2 interacting protein 1,1.728651344,4.201675316,230.8195835,3.95E-52,2.80E-50,662
ENSG00000100554,ATP6V1D,ATPase H+ transporting V1 subunit D,1.864887615,5.337117677,230.2122033,5.36E-52,3.78E-50,51382
ENSG00000075188,NUP37,nucleoporin 37,1.688908654,4.318809668,229.8473418,6.44E-52,4.52E-50,79023
ENSG00000170142,UBE2E1,ubiquitin conjugating enzyme E2 E1,1.14435806,5.89488334,229.5912284,7.32E-52,5.11E-50,7324
ENSG00000151657,KIN,Kin17 DNA and RNA binding protein,1.489886624,4.340072791,229.2298048,8.78E-52,6.09E-50,22944
ENSG00000150787,PTS,6-pyruvoyltetrahydropterin synthase,1.932434378,4.443210736,229.1597065,9.09E-52,6.28E-50,5805
ENSG00000125482,TTF1,transcription termination factor 1,1.379071218,5.034692096,228.48031,1.28E-51,8.79E-50,7270
ENSG00000005486,RHBDD2,rhomboid domain containing 2,1.207916955,6.516130295,226.5901354,3.30E-51,2.24E-49,57414
ENSG00000105171,POP4,"POP4 homolog, ribonuclease P/MRP subunit",1.235510901,5.688481015,225.4558063,5.84E-51,3.93E-49,10775
ENSG00000235734,HMGN1P36,high mobility group nucleosome binding domain 1 pseudogene 36,1.625694069,4.016508039,224.9260848,7.62E-51,5.11E-49,
ENSG00000163170,BOLA3,bolA family member 3,2.009011785,3.633257195,223.3109833,1.71E-50,1.14E-48,388962
ENSG00000109775,UFSP2,UFM1 specific peptidase 2,1.46358825,4.042644109,219.0244736,1.48E-49,9.52E-48,55325
ENSG00000139168,ZCRB1,zinc finger CCHC-type and RNA binding motif containing 1,1.430105341,5.501066023,218.7785462,1.67E-49,1.07E-47,85437
ENSG00000124596,OARD1,O-acyl-ADP-ribose deacylase 1,1.110859742,5.140586466,218.18011,2.26E-49,1.44E-47,221443
ENSG00000258733,LINC02328,long intergenic non-protein coding RNA 2328,2.112191421,3.466468638,217.5511217,3.09E-49,1.96E-47,
ENSG00000058799,YIPF1,Yip1 domain family member 1,1.526250266,5.030645164,215.2736908,9.71E-49,6.03E-47,54432
ENSG00000267809,NDUFV2P1,NADH:ubiquinone oxidoreductase core subunit V2 pseudogene 1,1.360296103,4.346591669,215.0949026,1.06E-48,6.54E-47,
ENSG00000104412,EMC2,ER membrane protein complex subunit 2,1.517746353,4.410982965,214.781765,1.24E-48,7.62E-47,9694
ENSG00000136560,TANK,TRAF family member associated NFKB activator,1.148155968,6.144125164,214.176472,1.69E-48,1.03E-46,10010
ENSG00000089327,FXYD5,FXYD domain containing ion transport regulator 5,1.107926195,8.073712919,213.7501618,2.09E-48,1.27E-46,53827
ENSG00000125870,SNRPB2,small nuclear ribonucleoprotein polypeptide B2,1.18104706,6.187051286,213.1875671,2.77E-48,1.67E-46,6629
ENSG00000151611,MMAA,metabolism of cobalamin associated A,1.676606423,3.85592979,213.0328238,2.99E-48,1.79E-46,166785
ENSG00000126653,NSRP1,nuclear speckle splicing regulatory protein 1,1.152553267,5.391543966,212.7915341,3.38E-48,2.02E-46,84081
ENSG00000198886,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,2.353391213,13.38390482,211.5158283,6.41E-48,3.81E-46,4538
ENSG00000089048,ESF1,ESF1 nucleolar pre-rRNA processing protein homolog,1.535421463,5.183077119,211.4822693,6.52E-48,3.86E-46,51575
ENSG00000227081,,ribosomal protein S27 (RPS27) pseudogene,1.450015335,10.71434285,210.7469689,9.44E-48,5.53E-46,
ENSG00000160818,GPATCH4,G-patch domain containing 4 (gene/pseudogene),1.31903287,5.030014305,210.7140177,9.60E-48,5.60E-46,54865
ENSG00000169564,PCBP1,poly(rC) binding protein 1,1.002335067,8.014010833,210.48121,1.08E-47,6.27E-46,5093
ENSG00000149357,LAMTOR1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",1.169411045,7.403053709,210.3146123,1.17E-47,6.79E-46,55004
ENSG00000182054,IDH2,isocitrate dehydrogenase (NADP(+)) 2,1.125380122,7.140169631,209.5590613,1.71E-47,9.75E-46,3418
ENSG00000100865,CINP,cyclin dependent kinase 2 interacting protein,1.171043658,4.875377665,207.005019,6.18E-47,3.49E-45,51550
ENSG00000163510,CWC22,CWC22 spliceosome associated protein homolog,1.167476891,4.710703844,206.3673725,8.52E-47,4.79E-45,57703
ENSG00000100982,PCIF1,phosphorylated CTD interacting factor 1,1.05250875,6.595289322,205.6436231,1.23E-46,6.86E-45,63935
ENSG00000197747,S100A10,S100 calcium binding protein A10,1.105057064,7.605630488,204.9975979,1.70E-46,9.33E-45,6281
ENSG00000102245,CD40LG,CD40 ligand,1.720593464,5.157524336,204.2870475,2.42E-46,1.32E-44,959
ENSG00000170515,PA2G4,proliferation-associated 2G4,1.250440511,6.701132235,204.0351427,2.75E-46,1.48E-44,5036
ENSG00000112335,SNX3,sorting nexin 3,1.32966423,7.680333477,204.0333276,2.75E-46,1.48E-44,8724
ENSG00000115540,MOB4,"MOB family member 4, phocein",1.351887469,5.355116848,203.5418832,3.52E-46,1.89E-44,25843
ENSG00000158290,CUL4B,cullin 4B,1.096533998,6.546662359,200.8022705,1.40E-45,7.30E-44,8450
ENSG00000235162,C12orf75,chromosome 12 open reading frame 75,1.640384648,6.72655047,199.2214967,3.09E-45,1.61E-43,387882
ENSG00000150456,EEF1AKMT1,EEF1A lysine methyltransferase 1,2.474965808,2.863004194,197.8490632,6.15E-45,3.15E-43,221143
ENSG00000108798,ABI3,ABI family member 3,1.574450527,6.62162147,196.8246718,1.03E-44,5.22E-43,51225
ENSG00000067365,METTL22,"methyltransferase 22, Kin17 lysine",1.218602538,4.226921071,196.5520405,1.18E-44,5.95E-43,79091
ENSG00000210195,MT-TT,mitochondrially encoded tRNA-Thr (ACN),3.674854727,2.53755956,196.5397935,1.19E-44,5.96E-43,
ENSG00000140740,UQCRC2,ubiquinol-cytochrome c reductase core protein 2,1.017986845,7.203222737,196.2513507,1.37E-44,6.86E-43,7385
ENSG00000170906,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,1.127705432,5.2910575,195.1416455,2.40E-44,1.18E-42,4696
ENSG00000234287,,ribosomal protein S27 (RPS27) pseudogene,1.65447947,8.227790311,194.0634206,4.12E-44,2.02E-42,
ENSG00000269378,ITGB1P1,integrin subunit beta 1 pseudogene 1,1.56660673,6.824183987,188.9782246,5.31E-43,2.50E-41,
ENSG00000087470,DNM1L,dynamin 1 like,1.067664542,5.486218697,188.6641963,6.22E-43,2.91E-41,10059
ENSG00000087502,ERGIC2,ERGIC and golgi 2,1.226803358,4.740394402,187.7320585,9.94E-43,4.59E-41,51290
ENSG00000124172,ATP5F1E,ATP synthase F1 subunit epsilon,1.236568469,8.084001687,186.2935031,2.05E-42,9.34E-41,514
